#freq	 asd
20.0	 8.841624454815982e-22
20.25	 8.228781987633407e-22
20.5	 7.710793409241361e-22
20.75	 7.215910822619693e-22
21.0	 6.724305837779837e-22
21.25	 6.224625209600976e-22
21.5	 5.800963626846836e-22
21.75	 5.41886547166471e-22
22.0	 5.107992756455319e-22
22.25	 4.828342054991548e-22
22.5	 4.534667132215991e-22
22.75	 4.253211374949521e-22
23.0	 3.9796303848473164e-22
23.25	 3.754505959510519e-22
23.5	 3.5590858376836037e-22
23.75	 3.37057606352386e-22
24.0	 3.194858212816337e-22
24.25	 3.0347516537601556e-22
24.5	 2.887431193985408e-22
24.75	 2.751727857183555e-22
25.0	 2.6267404896563346e-22
25.25	 2.513344624200987e-22
25.5	 2.412829148530828e-22
25.75	 2.318764110469196e-22
26.0	 2.231560261341826e-22
26.25	 2.1570051692103105e-22
26.5	 2.1006771527295667e-22
26.75	 2.0414504402507546e-22
27.0	 1.9778493370325252e-22
27.25	 1.9208201633677214e-22
27.5	 1.8640670320565191e-22
27.75	 1.8035734251756983e-22
28.0	 1.7504051816650909e-22
28.25	 1.70618776809588e-22
28.5	 1.6690284898706793e-22
28.75	 1.631127033679474e-22
29.0	 1.5954372128040639e-22
29.25	 1.563706909877935e-22
29.5	 1.5347008177491794e-22
29.75	 1.5013432985163652e-22
30.0	 1.4779284488770084e-22
30.25	 1.4491282896969473e-22
30.5	 1.4227820282812122e-22
30.75	 1.3980642331452443e-22
31.0	 1.379991920266202e-22
31.25	 1.3627665977708729e-22
31.5	 1.3460338777311662e-22
31.75	 1.3346260524956045e-22
32.0	 1.3163567145724597e-22
32.25	 1.2998434905787697e-22
32.5	 1.2823416081528354e-22
32.75	 1.2646090304912424e-22
33.0	 1.2461596205944083e-22
33.25	 1.2291444992351387e-22
33.5	 1.2143525435391485e-22
33.75	 1.2010110740538575e-22
34.0	 1.1907220078590973e-22
34.25	 1.188280227892394e-22
34.5	 1.1964207453901826e-22
34.75	 1.2061355645200088e-22
35.0	 1.2249443252654383e-22
35.25	 1.268445584169853e-22
35.5	 1.3598485945133745e-22
35.75	 1.6279308646253993e-22
36.0	 2.5760058812044667e-22
36.25	 1.0649399513587609e-21
36.5	 4.545251478191278e-22
36.75	 1.9851873966958384e-22
37.0	 1.4089820084018105e-22
37.25	 1.2265556652675818e-22
37.5	 1.1432598129909055e-22
37.75	 1.1030931964253972e-22
38.0	 1.0662250700485335e-22
38.25	 1.0446301259297475e-22
38.5	 1.0224863813273994e-22
38.75	 1.0004655416354928e-22
39.0	 9.932095549278612e-23
39.25	 9.851367925318798e-23
39.5	 9.777845723880082e-23
39.75	 9.669141947453248e-23
40.0	 9.597202092276686e-23
40.25	 9.545335038645841e-23
40.5	 9.484110237655402e-23
40.75	 9.388891148586185e-23
41.0	 9.344181826141869e-23
41.25	 9.295135609554063e-23
41.5	 9.271744496048195e-23
41.75	 9.263553529828605e-23
42.0	 9.245422326751764e-23
42.25	 9.236134689360046e-23
42.5	 9.208465724538481e-23
42.75	 9.127186094300915e-23
43.0	 9.050199003336888e-23
43.25	 9.060330181621418e-23
43.5	 9.117605442220013e-23
43.75	 9.071471435219316e-23
44.0	 9.135330043298928e-23
44.25	 9.102422040314325e-23
44.5	 9.117571167805602e-23
44.75	 9.132438666643209e-23
45.0	 9.242109661760133e-23
45.25	 9.181967327321525e-23
45.5	 9.190407499126467e-23
45.75	 9.359019339653061e-23
46.0	 9.726533092525825e-23
46.25	 9.876594858553225e-23
46.5	 1.7755267105847775e-22
46.75	 2.123779202271272e-22
47.0	 2.6144982118945884e-22
47.25	 3.229997987615472e-22
47.5	 4.0304266523533213e-22
47.75	 5.133080751361701e-22
48.0	 6.630460692893066e-22
48.25	 8.711616784501026e-22
48.5	 1.1810965667548102e-21
48.75	 1.6443684197891906e-21
49.0	 2.42895687487448e-21
49.25	 3.618117328114167e-21
49.5	 5.662195598882116e-21
49.75	 1.2733488917025059e-20
50.0	 4.319026510685018e-20
50.25	 8.036471676052868e-21
50.5	 4.479031815024314e-21
50.75	 3.0285800138018478e-21
51.0	 2.0096470088052777e-21
51.25	 1.3843922493282026e-21
51.5	 9.908891411252826e-22
51.75	 7.386792673413814e-22
52.0	 5.601328324603013e-22
52.25	 4.355473453024367e-22
52.5	 3.4053321423908123e-22
52.75	 2.6882098132400305e-22
53.0	 8.513456172436667e-23
53.25	 8.009558102667088e-23
53.5	 7.703850595643713e-23
53.75	 7.388470207018501e-23
54.0	 7.303904914496081e-23
54.25	 7.206185884363517e-23
54.5	 6.892127175263091e-23
54.75	 6.670788409176234e-23
55.0	 6.458783709027575e-23
55.25	 6.322708280476017e-23
55.5	 6.206216641400782e-23
55.75	 6.069272526423575e-23
56.0	 5.941163690725916e-23
56.25	 5.849765465384062e-23
56.5	 5.772516002576346e-23
56.75	 5.698879889943286e-23
57.0	 5.623820142927759e-23
57.25	 5.548403103596566e-23
57.5	 5.47749824281122e-23
57.75	 5.408363153487384e-23
58.0	 5.323955766157341e-23
58.25	 5.2518427242254694e-23
58.5	 5.182357185682978e-23
58.75	 5.1182606420540955e-23
59.0	 5.0486128788014634e-23
59.25	 4.974227879781947e-23
59.5	 4.896784557237535e-23
59.75	 4.846143827828473e-23
60.0	 4.818920626032348e-23
60.25	 4.80328117020022e-23
60.5	 4.805099374622756e-23
60.75	 4.8798550183381475e-23
61.0	 4.9362537414521147e-23
61.25	 5.0819394919656414e-23
61.5	 5.392274473726278e-23
61.75	 6.265534215053016e-23
62.0	 9.224466055008279e-23
62.25	 2.653717750628352e-22
62.5	 1.1553954734202485e-22
62.75	 6.681441835412474e-23
63.0	 5.2800107007467324e-23
63.25	 4.648339596027812e-23
63.5	 4.340144122030972e-23
63.75	 4.1495610611244175e-23
64.0	 3.98768278577923e-23
64.25	 3.838711893330887e-23
64.5	 3.719288372793914e-23
64.75	 3.6303428212773514e-23
65.0	 3.5564801419380934e-23
65.25	 3.482779206323594e-23
65.5	 3.4195672240796786e-23
65.75	 3.3456755670566746e-23
66.0	 3.269851219856952e-23
66.25	 3.206216929654012e-23
66.5	 3.152115876677125e-23
66.75	 3.09491447377791e-23
67.0	 3.0337871052531026e-23
67.25	 2.981898606592786e-23
67.5	 2.9324957288971456e-23
67.75	 2.882187103572563e-23
68.0	 2.833443205712795e-23
68.25	 2.7955849477345526e-23
68.5	 2.7588393755345744e-23
68.75	 2.719547774906703e-23
69.0	 2.683296331007815e-23
69.25	 2.6462138235599934e-23
69.5	 2.6177168678067536e-23
69.75	 2.583021234910778e-23
70.0	 2.549772636922751e-23
70.25	 2.517662368150265e-23
70.5	 2.4912665052137637e-23
70.75	 2.4626897693375835e-23
71.0	 2.4302350915086385e-23
71.25	 2.3980556498963905e-23
71.5	 2.365405187277647e-23
71.75	 2.3335093743115753e-23
72.0	 2.302857811502916e-23
72.25	 2.279990350856775e-23
72.5	 2.257219506383905e-23
72.75	 2.2309950022355496e-23
73.0	 2.2043002517805963e-23
73.25	 2.178602304230857e-23
73.5	 2.1526140852461223e-23
73.75	 2.127132529956702e-23
74.0	 2.1051770709372644e-23
74.25	 2.080809289675534e-23
74.5	 2.0570246473973032e-23
74.75	 2.0369034586842844e-23
75.0	 2.0192693232949386e-23
75.25	 2.0019258477775845e-23
75.5	 1.9846675036388338e-23
75.75	 1.9675866435814205e-23
76.0	 1.951112272525597e-23
76.25	 1.9338746857022562e-23
76.5	 1.9141990492109226e-23
76.75	 1.894918573448474e-23
77.0	 1.8777857971557887e-23
77.25	 1.8648137708629247e-23
77.5	 1.8509792003153356e-23
77.75	 1.8362251223638132e-23
78.0	 1.8205273961135547e-23
78.25	 1.8088646715550613e-23
78.5	 1.796354447206898e-23
78.75	 1.78181747101099e-23
79.0	 1.76752442698821e-23
79.25	 1.755541397973856e-23
79.5	 1.7469431015347924e-23
79.75	 1.737025359630653e-23
80.0	 1.737051812698746e-23
80.25	 1.7275085817442412e-23
80.5	 1.7160737163653547e-23
80.75	 1.705283730057846e-23
81.0	 1.6944916641872275e-23
81.25	 1.6840796596360875e-23
81.5	 1.6729288388930353e-23
81.75	 1.663655553292207e-23
82.0	 1.6560535921279842e-23
82.25	 1.6481303346519657e-23
82.5	 1.6413938893513645e-23
82.75	 1.635770246703369e-23
83.0	 1.6299648155711827e-23
83.25	 1.6263996741268735e-23
83.5	 1.6229281253339595e-23
83.75	 1.6173672124783537e-23
84.0	 1.6122787910284004e-23
84.25	 1.6127836494706908e-23
84.5	 1.611150644725688e-23
84.75	 1.6144937286963984e-23
85.0	 1.619506776768779e-23
85.25	 1.6316367855622772e-23
85.5	 1.654233085148523e-23
85.75	 1.693405297027265e-23
86.0	 1.7757478987739222e-23
86.25	 1.9400931163219975e-23
86.5	 2.3750246946084582e-23
86.75	 3.397965862100442e-23
87.0	 8.821961176518518e-23
87.25	 7.529066808044673e-23
87.5	 3.2556116168855275e-23
87.75	 2.3064692714189798e-23
88.0	 1.898873455499339e-23
88.25	 1.7356306634765357e-23
88.5	 1.6592264462694657e-23
88.75	 1.6048927066941267e-23
89.0	 1.5799429420077168e-23
89.25	 1.5575291008517304e-23
89.5	 1.5404143922983841e-23
89.75	 1.533482115970056e-23
90.0	 1.529961045255728e-23
90.25	 1.5220166556250297e-23
90.5	 1.516032882229142e-23
90.75	 1.5140904200212088e-23
91.0	 1.5115259508192376e-23
91.25	 1.514004953756757e-23
91.5	 1.5152814920007439e-23
91.75	 1.519173327833266e-23
92.0	 1.5232082260807287e-23
92.25	 1.529851790207143e-23
92.5	 1.5378205031797435e-23
92.75	 1.5465832341002537e-23
93.0	 1.5585978634657497e-23
93.25	 1.5747391530028075e-23
93.5	 1.5957588163629238e-23
93.75	 1.6170728493175562e-23
94.0	 1.6385501518110455e-23
94.25	 1.660408473840097e-23
94.5	 1.6967762079897276e-23
94.75	 1.7311468741848567e-23
95.0	 1.7688211611126774e-23
95.25	 1.806610112890991e-23
95.5	 1.8446517828576754e-23
95.75	 1.8752077484908174e-23
96.0	 1.916096500701361e-23
96.25	 1.9657136617523927e-23
96.5	 2.0181753888103977e-23
96.75	 2.0764332158776502e-23
97.0	 2.148859674338927e-23
97.25	 2.2308813953233822e-23
97.5	 2.3406155173372667e-23
97.75	 2.473045147181911e-23
98.0	 2.6307957921511127e-23
98.25	 2.822051487836464e-23
98.5	 3.069052019761151e-23
98.75	 3.3365760893466826e-23
99.0	 3.679602288291494e-23
99.25	 4.117485033366849e-23
99.5	 4.689824623586686e-23
99.75	 5.329580565110167e-23
100.0	 6.037473229754315e-23
100.25	 6.782875127849547e-23
100.5	 7.168198239446228e-23
100.75	 6.549803508503137e-23
101.0	 5.45787641853496e-23
101.25	 4.6448190492203245e-23
101.5	 4.084173478196047e-23
101.75	 3.665785045525719e-23
102.0	 3.305244166472426e-23
102.25	 3.02647939031476e-23
102.5	 2.7816694627507415e-23
102.75	 2.5959136734490998e-23
103.0	 2.4495891288132384e-23
103.25	 2.339532517405988e-23
103.5	 2.239970624807388e-23
103.75	 2.1560935508460668e-23
104.0	 2.0781572606518498e-23
104.25	 2.0168940229967462e-23
104.5	 1.961235987840321e-23
104.75	 1.9205208668483663e-23
105.0	 1.8730759995259133e-23
105.25	 1.8482502265656563e-23
105.5	 1.8198125727667672e-23
105.75	 1.7883123328993736e-23
106.0	 1.759867722301878e-23
106.25	 1.736649648029216e-23
106.5	 1.7174514258051083e-23
106.75	 1.6986702151977586e-23
107.0	 1.676116254917898e-23
107.25	 1.6630452789987408e-23
107.5	 1.6576599470337696e-23
107.75	 1.64794942276758e-23
108.0	 1.642508569231832e-23
108.25	 1.6399019177987444e-23
108.5	 1.6372771604099288e-23
108.75	 1.633379288469154e-23
109.0	 1.6294018227558236e-23
109.25	 1.6257554859203152e-23
109.5	 1.622151503405277e-23
109.75	 1.623519171429768e-23
110.0	 1.625028615132669e-23
110.25	 1.6247103126403796e-23
110.5	 1.625870628309645e-23
110.75	 1.627830795875296e-23
111.0	 1.6318437118792963e-23
111.25	 1.6362107443724968e-23
111.5	 1.6408505416399142e-23
111.75	 1.6457395298163072e-23
112.0	 1.6502282872378597e-23
112.25	 1.653299579628568e-23
112.5	 1.656163760018918e-23
112.75	 1.661848849925889e-23
113.0	 1.6657151617248372e-23
113.25	 1.6717909558315e-23
113.5	 1.676426914601409e-23
113.75	 1.6821778146200836e-23
114.0	 1.6896967479402925e-23
114.25	 1.692487282079248e-23
114.5	 1.6961589548152615e-23
114.75	 1.7018603644247667e-23
115.0	 1.7098991198313427e-23
115.25	 1.7154715095273368e-23
115.5	 1.7233491811005686e-23
115.75	 1.7272752241608747e-23
116.0	 1.73596633031865e-23
116.25	 1.7427850986280552e-23
116.5	 1.749911797777248e-23
116.75	 1.7562579537186444e-23
117.0	 1.760385469151572e-23
117.25	 1.767705688173232e-23
117.5	 1.774259366609065e-23
117.75	 1.781268340256459e-23
118.0	 1.7926196473318036e-23
118.25	 1.8024826212754452e-23
118.5	 1.805437869326995e-23
118.75	 1.808161027121202e-23
119.0	 1.8199970329646145e-23
119.25	 1.8329117545588494e-23
119.5	 1.8412969885382423e-23
119.75	 1.8530442250523866e-23
120.0	 1.8580435409322355e-23
120.25	 1.860512348789978e-23
120.5	 1.863848142955858e-23
120.75	 1.8717046241327716e-23
121.0	 1.878260019273157e-23
121.25	 1.884010695298729e-23
121.5	 1.8897176244084722e-23
121.75	 1.8969294399107205e-23
122.0	 1.9014957533478744e-23
122.25	 1.9074626601849905e-23
122.5	 1.9117418758817833e-23
122.75	 1.918456697452408e-23
123.0	 1.9229261816304857e-23
123.25	 1.9282697425412245e-23
123.5	 1.9335532576063167e-23
123.75	 1.9374071590659512e-23
124.0	 1.9409214564221808e-23
124.25	 1.949975999852306e-23
124.5	 1.953361026538617e-23
124.75	 1.9616619739394451e-23
125.0	 1.968162645718082e-23
125.25	 1.9740474411725772e-23
125.5	 1.9825860132665117e-23
125.75	 1.9863985501404295e-23
126.0	 1.9909822450237973e-23
