#freq	 asd
20.0	 3.4616542288333764e-22
20.25	 3.3371844420109596e-22
20.5	 3.216651986149574e-22
20.75	 3.100677345355366e-22
21.0	 2.991136907598848e-22
21.25	 2.8850996516585005e-22
21.5	 2.783370259236094e-22
21.75	 2.6855539465815986e-22
22.0	 2.5909650711655686e-22
22.25	 2.5003499755034293e-22
22.5	 2.4126334160000356e-22
22.75	 2.329474189597301e-22
23.0	 2.24883303070726e-22
23.25	 2.1708926735331713e-22
23.5	 2.0970073914986566e-22
23.75	 2.0256863034537207e-22
24.0	 1.9571765377706733e-22
24.25	 1.8913170014569213e-22
24.5	 1.828415981115895e-22
24.75	 1.7672096649803612e-22
25.0	 1.708651515084337e-22
25.25	 1.6528157792083182e-22
25.5	 1.598916820850916e-22
25.75	 1.5466835487584394e-22
26.0	 1.496532659182552e-22
26.25	 1.448297276114265e-22
26.5	 1.4019504270836398e-22
26.75	 1.3573853542749015e-22
27.0	 1.314623520252091e-22
27.25	 1.2737307407768723e-22
27.5	 1.2343155998366058e-22
27.75	 1.1964760758159773e-22
28.0	 1.1599547404963696e-22
28.25	 1.1247822011394027e-22
28.5	 1.0910889056351e-22
28.75	 1.0586406377992486e-22
29.0	 1.0273193271811838e-22
29.25	 9.9721111104921e-23
29.5	 9.682845656107506e-23
29.75	 9.403802422424666e-23
30.0	 9.13769664631082e-23
30.25	 8.882229449862236e-23
30.5	 8.63686864552194e-23
30.75	 8.399017799719203e-23
31.0	 8.170985252709736e-23
31.25	 7.950817568024059e-23
31.5	 7.738119926700542e-23
31.75	 7.53375736269758e-23
32.0	 7.338596596080206e-23
32.25	 7.149825172687791e-23
32.5	 6.96830323680019e-23
32.75	 6.794869388001509e-23
33.0	 6.626224415155285e-23
33.25	 6.464932327565387e-23
33.5	 6.309786050255587e-23
33.75	 6.159561672716655e-23
34.0	 6.014046059018836e-23
34.25	 5.874006298941124e-23
34.5	 5.739342296814156e-23
34.75	 5.608939293663286e-23
35.0	 5.483584594040654e-23
35.25	 5.362699879724764e-23
35.5	 5.2452645309841144e-23
35.75	 5.132192513926188e-23
36.0	 5.022529243319545e-23
36.25	 4.916640112922645e-23
36.5	 4.8146495199546975e-23
36.75	 4.7152041313181764e-23
37.0	 4.620422058643561e-23
37.25	 4.527416481835971e-23
37.5	 4.438287958210914e-23
37.75	 4.3524533311685264e-23
38.0	 4.26891672441616e-23
38.25	 4.1883290224145476e-23
38.5	 4.110589981985554e-23
38.75	 4.035015489437432e-23
39.0	 3.961609521394051e-23
39.25	 3.8904241414015517e-23
39.5	 3.821903975769145e-23
39.75	 3.755336203324544e-23
40.0	 3.690934840931224e-23
40.25	 3.628153800488618e-23
40.5	 3.567863506357831e-23
40.75	 3.5091665677194637e-23
41.0	 3.4525932282850816e-23
41.25	 3.3972268102085853e-23
41.5	 3.343568453015431e-23
