#freq	 asd
20.0	 3.3591263745206134e-22
20.125	 3.2666909863040308e-22
20.25	 3.1773416561647883e-22
20.375	 3.0905946029849986e-22
20.5	 3.006696692385183e-22
20.625	 2.9251837549118177e-22
20.75	 2.8453119336902236e-22
20.875	 2.768650393242166e-22
21.0	 2.693826275022203e-22
21.125	 2.621502431812719e-22
21.25	 2.5512839904644094e-22
21.375	 2.4830374544094174e-22
21.5	 2.4167695380403983e-22
21.625	 2.352472103979131e-22
21.75	 2.2899399555446866e-22
21.875	 2.228968371242625e-22
22.0	 2.1702131231747725e-22
22.125	 2.112883101357006e-22
22.25	 2.0569212430231743e-22
22.375	 2.003365917649594e-22
22.5	 1.950474301291868e-22
22.625	 1.8995525788985151e-22
22.75	 1.8496553733060653e-22
22.875	 1.8017144612840293e-22
23.0	 1.7550213673912919e-22
23.125	 1.7098464843371173e-22
23.25	 1.6657580856775092e-22
23.375	 1.6234223110454038e-22
23.5	 1.5821741370658287e-22
23.625	 1.5421429894792505e-22
23.75	 1.50373701158148e-22
23.875	 1.4664521812865226e-22
24.0	 1.4303716300318598e-22
24.125	 1.39533042681653e-22
24.25	 1.3611777988198309e-22
24.375	 1.3278441173571544e-22
24.5	 1.2947605956314858e-22
24.625	 1.2623133525396932e-22
24.75	 1.2313135262799641e-22
24.875	 1.20138170453857e-22
25.0	 1.172316083656622e-22
25.125	 1.1439217630589952e-22
25.25	 1.1165155619157308e-22
25.375	 1.0898600827629205e-22
25.5	 1.0640568593829937e-22
25.625	 1.0387901616784788e-22
25.75	 1.0143643329691753e-22
25.875	 9.904430826655311e-23
26.0	 9.673753149631223e-23
26.125	 9.448333186335037e-23
26.25	 9.22935534043413e-23
26.375	 9.017510742993323e-23
26.5	 8.812292550749776e-23
26.625	 8.613274638602905e-23
26.75	 8.420614585646347e-23
26.875	 8.233574557869747e-23
27.0	 8.05248408877658e-23
27.125	 7.877404394849867e-23
27.25	 7.706036594774256e-23
27.375	 7.540175727395218e-23
27.5	 7.380159212374758e-23
27.625	 7.22485293967981e-23
27.75	 7.075008833916746e-23
27.875	 6.92872643420131e-23
28.0	 6.786180811030605e-23
28.125	 6.64834565888387e-23
28.25	 6.51434954542662e-23
28.375	 6.38378806039173e-23
28.5	 6.257335695006302e-23
28.625	 6.134186987694457e-23
28.75	 6.014918952072421e-23
28.875	 5.898813440006389e-23
29.0	 5.78593121286453e-23
29.125	 5.676772850836997e-23
29.25	 5.570121183600946e-23
29.375	 5.467037589042167e-23
29.5	 5.366586438323713e-23
29.625	 5.2691080839170493e-23
29.75	 5.175060386121113e-23
29.875	 5.083453550491044e-23
30.0	 4.994632118584911e-23
30.125	 4.9084692114752026e-23
30.25	 4.8242408729249826e-23
30.375	 4.7428873062724145e-23
30.5	 4.6635287068913816e-23
30.625	 4.5860309636983484e-23
30.75	 4.51025498170558e-23
30.875	 4.4370203966175316e-23
31.0	 4.366360040124955e-23
31.125	 4.2969256451560805e-23
31.25	 4.229375840475755e-23
31.375	 4.1642406270531487e-23
31.5	 4.100886489528819e-23
31.625	 4.0396286958085643e-23
31.75	 3.9810048982637533e-23
31.875	 3.9237545794812397e-23
32.0	 3.868807309753227e-23
32.125	 3.816726345967182e-23
32.25	 3.767359818228145e-23
32.375	 3.774420485319568e-23
32.5	 3.747156255081979e-23
32.625	 3.730241279059573e-23
32.75	 3.7251912702571396e-23
32.875	 3.7354691807054173e-23
33.0	 3.768876490414617e-23
33.125	 3.8421283164412923e-23
33.25	 3.9820873923107216e-23
33.375	 4.3043327008956916e-23
33.5	 4.75644089630051e-23
33.625	 5.467083317455479e-23
33.75	 6.589252613157276e-23
33.875	 8.343695224539306e-23
34.0	 1.1134832733364252e-22
34.125	 1.5644785073627569e-22
34.25	 2.337509358270037e-22
34.375	 3.745230299994915e-22
34.5	 6.674484998859463e-22
34.625	 1.9958206332233363e-21
34.75	 2.0203093822481745e-21
34.875	 6.836355022963626e-22
35.0	 4.585458537594686e-22
35.125	 5.180516383527804e-22
35.25	 1.3947885144350737e-21
35.375	 1.2034500405085372e-21
35.5	 4.410438753684264e-22
35.625	 2.6986709691994687e-22
35.75	 1.9445886454466404e-22
35.875	 1.5195838246046184e-22
36.0	 1.2458238238210088e-22
36.125	 9.868029185202079e-23
36.25	 7.968249494085887e-23
36.375	 6.597935283101828e-23
36.5	 5.584778419955441e-23
36.625	 4.827110937196285e-23
36.75	 4.2526932642738296e-23
36.875	 3.8144291840326514e-23
37.0	 3.4773366244871953e-23
37.125	 3.2213009794180984e-23
37.25	 3.0253594827722536e-23
37.375	 2.873751903000675e-23
37.5	 2.75166767615568e-23
37.625	 2.6610946995550535e-23
37.75	 2.586793381775978e-23
37.875	 2.5275037091960913e-23
38.0	 2.4781091582091376e-23
38.125	 2.3493350122960328e-23
38.25	 2.3342129294475257e-23
38.375	 2.3194180304550537e-23
38.5	 2.3052060645417364e-23
38.625	 2.291260570079274e-23
38.75	 2.2777016924961883e-23
38.875	 2.2643928546080514e-23
39.0	 2.251571673298454e-23
39.125	 2.2393693308608118e-23
39.25	 2.2273077919317752e-23
39.375	 2.2152370076359776e-23
