                 0.0       0.261799329099
                 1.0       0.261760033008
                 2.0       0.261639918528
                 3.0       0.261439587909
                 4.0       0.261161535929
                 5.0       0.260802879037
                 6.0       0.260364405779
                 7.0       0.259848082226
                 8.0       0.259251433062
                 9.0       0.258576158063
                10.0        0.25783050773
                11.0       0.257150233106
                12.0        0.25667739118
                13.0       0.256459288441
                14.0       0.256545236281
                15.0        0.25694730578
                16.0       0.257684180365
                17.0       0.258772258239
                18.0       0.260216598534
                19.0       0.262025538475
                20.0       0.264193716058
                21.0       0.266612319617
                22.0       0.269187954143
                23.0       0.271875575146
                24.0       0.274639689225
                25.0       0.277457169919
                26.0       0.280305997525
                27.0       0.283171041181
                28.0       0.286037422723
                29.0       0.288894590564
                30.0       0.291736805399
                31.0       0.294553559118
                32.0       0.297334514267
                33.0       0.300078382184
                34.0        0.30277851113
                35.0       0.305430341355
                36.0       0.308026567771
                37.0       0.310568115776
                38.0       0.313048026304
                39.0       0.315464463907
                40.0       0.317810955783
                41.0       0.320092512626
                42.0       0.322301128931
                43.0       0.324432918674
                44.0       0.326490180747
                45.0       0.328470050493
                46.0       0.330371771361
                47.0       0.332190305255
                48.0        0.33392220737
                49.0       0.335572568823
                50.0       0.337139789682
                51.0       0.338617099643
                52.0       0.340007666717
                53.0       0.341307626093
                54.0       0.342517300909
                55.0       0.343637648258
                56.0       0.344664667796
                57.0        0.34559710423
                58.0       0.346439550113
                59.0       0.347186222914
                60.0        0.34783524632
                61.0       0.348397517372
                62.0       0.348856868479
                63.0       0.349219535655
                64.0       0.349487985763
                65.0       0.349659996105
                66.0       0.349731881852
                67.0       0.349711506206
                68.0       0.349588430147
                69.0       0.349370629978
                70.0       0.349051997578
                71.0        0.34863984462
                72.0       0.348123062026
                73.0       0.347514077153
                74.0       0.346802762564
                75.0       0.345997664398
                76.0       0.345095348565
                77.0       0.344091189245
                78.0       0.342992883941
                79.0       0.341795877759
                80.0       0.340499483302
                81.0       0.339111970743
                82.0       0.337623352353
                83.0       0.336039614722
                84.0        0.33436270449
                85.0       0.332591878731
                86.0       0.330724168678
                87.0       0.328762753281
                88.0       0.326709704015
                89.0       0.324560583908
                90.0       0.322321678298
